tag,mode,nocomm,group,env,vessel,outcome,steps,fuel,head,minsep,colregs_ok,colregs_n
s44,rx,6,nocomm,11,11,4,723,692.4009,1807.731,26.337,71,113
s44,rx,14,comm,25,12,1,730,639.0012,1890.338,15.558,119,198
s44,rx,14,nocomm,26,0,1,730,668.1924,1849.094,18.685,96,195
s44,rx,6,nocomm,8,11,1,731,701.2599,1940.444,18.168,53,122
s44,rx,6,comm,9,1,4,736,718.9959,1632.503,15.474,57,190
s44,rx,2,nocomm,2,8,4,738,718.5126,2225.923,21.413,55,179
s44,rx,4,comm,6,6,4,739,603.9833,2226.854,14.760,207,385
s44,rx,12,nocomm,23,11,1,740,703.3556,1858.877,22.697,61,217
s44,rx,2,comm,0,15,4,742,743.9442,1239.636,26.691,6,30
s44,rx,6,comm,8,10,1,743,684.3385,2301.909,15.636,86,177
s44,rx,6,comm,8,15,1,744,732.1512,1491.762,24.714,24,74
s44,rx,8,comm,15,5,4,747,738.5927,1926.145,16.219,52,206
s44,rx,4,nocomm,4,0,1,748,735.4753,1509.174,25.121,65,145
s44,rx,8,comm,14,5,4,749,687.2124,2465.871,14.464,129,304
s44,rx,10,comm,16,9,4,749,715.1492,1798.062,15.958,57,142
s44,rx,14,comm,27,12,4,751,739.7087,1684.751,18.347,40,195
s44,rx,14,nocomm,27,6,4,755,741.0756,1663.568,32.356,30,113
s44,rx,10,nocomm,19,3,1,760,705.0153,1692.403,22.339,88,174
s44,rx,12,nocomm,20,7,1,762,712.6620,1832.175,24.546,105,185
s44,rx,14,nocomm,25,5,4,770,737.4608,2582.511,18.139,41,84
s44,rx,4,comm,5,3,4,772,766.3857,1461.300,17.442,25,77
s44,rx,12,nocomm,20,9,1,772,754.1192,1566.480,24.546,54,131
s44,rx,14,nocomm,24,9,1,772,766.9805,1393.797,25.894,49,130
s44,rx,4,comm,4,9,1,773,742.9628,1660.881,19.556,79,161
s44,rx,8,nocomm,13,2,1,780,784.0854,1505.103,20.256,23,89
s44,rx,4,comm,4,6,4,787,777.2230,1785.268,24.077,71,159
s44,rx,10,comm,18,1,4,790,780.6297,2331.939,19.174,71,278
s44,rx,6,nocomm,8,8,1,794,754.3396,1887.008,18.168,52,116
s44,rx,6,comm,10,4,4,801,808.4164,1458.309,27.362,8,46
s44,rx,12,comm,22,2,1,802,805.0272,1985.575,15.566,30,141
s44,rx,4,comm,5,11,1,803,779.5916,2172.087,17.829,49,111
s44,rx,4,comm,4,3,3,808,742.1373,3333.668,21.313,53,134
s44,rx,8,nocomm,14,4,1,809,737.5206,2675.997,22.270,61,113
s44,rx,2,comm,0,14,4,810,809.4863,1391.077,19.602,43,98
s44,rx,10,comm,16,15,4,812,789.0355,1881.675,14.412,65,216
s44,rx,14,nocomm,24,15,1,814,763.4276,2094.766,30.686,33,80
s44,rx,14,nocomm,27,9,1,817,811.3005,1847.002,17.618,61,95
s44,rx,4,comm,7,3,1,820,800.1044,1664.513,27.396,53,153
s44,rx,2,comm,3,6,4,824,798.7982,1701.824,19.627,48,170
s44,rx,10,comm,16,12,4,835,782.5558,2573.360,21.370,69,222
s44,rx,6,comm,9,2,1,836,839.7697,1827.298,18.189,31,96
s44,rx,10,nocomm,17,10,1,836,799.2682,2427.058,15.642,87,169
s44,rx,14,nocomm,25,2,1,724,715.5461,1174.053,34.590,10,15
s44,rx,2,comm,0,1,1,841,792.8085,3427.048,18.969,50,98
s44,rx,4,comm,6,13,1,845,788.0261,1927.793,14.360,94,249
s44,rx,2,comm,1,11,1,847,760.4776,2819.497,22.406,70,125
s44,rx,10,comm,18,15,4,853,831.8846,1989.780,18.008,66,237
s44,rx,12,nocomm,22,3,4,854,782.4561,3469.449,13.364,80,174
s44,rx,12,comm,23,10,4,854,808.4352,2595.642,20.520,66,152
s44,rx,4,comm,4,2,1,859,855.4393,1546.192,20.903,45,108
s44,rx,4,comm,6,5,1,860,760.4338,2996.823,14.034,121,234
s44,rx,10,nocomm,17,3,4,860,827.8375,2906.337,18.015,46,76
s44,rx,6,nocomm,10,0,4,867,799.5493,3066.407,14.048,111,222
s44,rx,2,comm,1,9,1,872,802.8970,3109.211,16.976,72,200
s44,rx,12,nocomm,20,5,1,872,733.9988,2403.225,20.783,198,383
s44,rx,2,comm,0,7,1,875,822.1816,2362.477,23.744,162,300
s44,rx,10,nocomm,18,14,1,881,827.5445,2484.861,14.383,68,197
s44,rx,6,comm,9,6,1,886,861.6201,2537.662,18.418,85,313
s44,rx,8,nocomm,12,6,1,889,877.9800,1792.841,20.143,43,101
s44,rx,14,nocomm,26,13,1,886,825.4406,2236.584,16.955,97,164
s44,rx,14,nocomm,25,13,1,741,670.7488,1489.542,21.131,45,124
s44,rx,12,comm,21,14,1,912,845.0692,1835.461,13.242,167,320
s44,rx,12,nocomm,22,13,4,916,876.3965,3918.628,27.530,40,86
s44,rx,2,comm,1,15,1,919,898.3857,2118.982,19.486,65,120
s44,rx,12,comm,21,2,1,925,868.0926,2657.057,16.585,105,240
s44,rx,14,nocomm,25,14,4,927,888.1338,2204.201,18.639,60,237
s44,rx,12,nocomm,20,15,4,933,890.5693,4312.869,35.988,28,42
s44,rx,6,nocomm,8,3,4,938,922.7510,2227.992,20.478,43,185
s44,rx,2,comm,2,12,1,939,829.2183,2519.124,11.875,98,161
s44,rx,4,comm,7,14,1,942,895.5792,2553.755,18.318,63,119
s44,rx,8,comm,13,3,1,943,905.1188,2247.247,17.574,129,239
s44,rx,8,comm,12,5,1,948,908.3173,2011.268,18.988,70,205
s44,rx,12,comm,20,10,4,948,846.1516,2541.300,15.248,132,348
s44,rx,12,comm,22,10,1,949,815.4726,3114.679,15.566,99,272
s44,rx,4,comm,7,13,4,950,862.2828,2723.194,15.144,216,399
s44,rx,8,comm,14,7,4,952,938.3894,1990.216,36.882,48,122
s44,rx,8,nocomm,14,2,1,955,959.1441,1883.645,16.950,31,145
s44,rx,8,nocomm,14,14,1,956,939.3350,2019.995,23.304,81,156
s44,rx,14,nocomm,25,8,3,958,841.9403,2964.833,21.169,164,318
s44,rx,14,nocomm,25,15,1,962,904.5329,2679.811,18.639,109,287
s44,rx,4,comm,7,5,4,971,947.6761,2373.812,16.953,106,239
s44,rx,8,nocomm,14,8,1,950,939.7449,1872.198,18.121,41,76
s44,rx,2,nocomm,0,8,1,976,935.9030,1912.559,17.629,100,188
s44,rx,2,nocomm,0,8,2,1,0.3936,0.000,5.342,1,1
s44,rx,2,comm,0,15,2,235,221.7404,521.618,5.342,3,18
s44,rx,2,comm,3,14,3,977,943.7788,2439.132,18.680,58,148
s44,rx,4,comm,5,5,1,979,906.6061,3103.052,14.245,86,140
s44,rx,10,comm,17,7,1,964,912.2170,2565.143,18.462,66,267
s44,rx,2,comm,1,4,4,982,982.0898,2082.167,17.340,45,189
s44,rx,10,nocomm,16,2,3,986,924.4932,3970.967,19.921,65,137
s44,rx,2,comm,0,12,1,839,728.3712,2072.057,16.691,83,189
s44,rx,4,nocomm,4,8,4,988,891.0237,2997.666,14.325,117,278
s44,rx,10,comm,17,15,1,988,916.8965,2696.777,18.058,173,374
s44,rx,6,nocomm,9,0,3,990,885.2801,4129.607,14.928,103,171
s44,rx,10,nocomm,18,6,1,990,847.1092,3118.974,14.383,136,277
s44,rx,2,comm,0,5,4,993,951.2828,2433.115,14.562,93,206
s44,rx,12,comm,20,2,2,997,947.1072,3185.935,9.009,36,98
s44,rx,12,nocomm,20,12,2,997,942.3906,2891.962,9.009,68,219
s44,rx,8,comm,15,13,1,1000,996.1495,1955.740,21.720,24,79
s44,rx,8,nocomm,12,2,4,1004,873.4397,3166.325,10.858,130,605
s44,rx,4,comm,4,10,1,1005,1007.7726,2774.758,18.731,30,101
s44,rx,12,comm,23,14,1,701,600.1919,1842.307,13.329,113,291
s44,rx,14,nocomm,26,2,1,1006,949.3566,2850.260,26.026,90,225
s44,rx,10,nocomm,18,13,1,1012,973.7164,2209.651,25.196,70,199
s44,rx,2,comm,3,9,1,1016,1020.2513,2425.629,22.045,61,197
s44,rx,12,comm,20,6,1,952,915.6589,2193.666,26.159,24,53
s44,rx,12,nocomm,21,7,1,1021,951.2717,3352.608,18.771,75,265
s44,rx,2,comm,2,4,1,1024,1019.8099,2389.883,13.386,62,207
s44,rx,12,nocomm,21,11,1,991,952.5117,1891.833,15.715,57,144
s44,rx,12,nocomm,23,3,1,784,771.2264,1470.487,17.850,10,27
s44,rx,14,nocomm,26,10,4,1029,920.1025,3184.523,18.685,143,314
s44,rx,8,nocomm,14,10,1,1034,992.9896,2952.240,11.830,71,201
s44,rx,4,comm,6,15,4,1035,935.1555,3609.024,18.031,92,215
s44,rx,6,nocomm,9,11,1,1035,1019.0733,2797.228,15.112,33,126
s44,rx,4,comm,6,2,1,1036,1008.3730,2886.351,16.641,52,150
s44,rx,12,nocomm,21,3,1,1036,1030.2177,2707.386,28.474,23,163
s44,rx,12,nocomm,22,0,1,1046,1049.1240,2098.635,33.042,26,136
s44,rx,8,comm,12,7,1,1051,931.4467,2781.369,14.773,190,427
s44,rx,12,nocomm,21,12,4,1052,991.2491,3550.898,18.597,104,222
s44,rx,12,nocomm,21,9,2,1058,1036.1744,3715.152,8.211,21,92
s44,rx,12,comm,21,10,2,1058,976.6888,2443.431,8.211,78,182
s44,rx,2,comm,0,13,1,1061,1067.5104,2371.333,14.778,45,129
s44,rx,10,nocomm,19,5,1,1061,1050.7227,2287.709,25.579,26,146
s44,rx,6,comm,8,14,4,1074,956.7029,3253.406,20.381,169,357
s44,rx,6,nocomm,8,13,4,1081,1018.1463,3424.749,11.718,97,221
s44,rx,4,comm,5,6,1,667,648.4771,1195.891,29.379,6,29
s44,rx,10,nocomm,17,6,1,696,655.1663,1335.731,21.183,69,148
s44,rx,12,nocomm,23,13,1,921,883.2268,1888.852,20.219,36,98
s44,rx,6,comm,11,9,1,670,656.2350,1147.865,18.838,12,23
s44,rx,4,comm,5,6,2,6,0.8587,4.485,13.592,1,6
s44,rx,4,nocomm,5,8,2,1090,1091.3998,2644.586,12.248,73,252
s44,rx,14,nocomm,27,3,1,1090,1045.9747,2992.385,20.255,89,171
s44,rx,10,nocomm,17,14,1,1091,1082.2694,2637.708,16.448,67,270
s44,rx,10,comm,19,9,4,1092,1081.3374,3472.090,16.028,23,92
s42,rx,4,nocomm,4,12,4,2,1.9893,16.626,53.551,0,0
s42,rx,14,nocomm,26,13,4,4,3.9774,30.722,31.310,0,0
s42,rx,12,nocomm,23,15,4,9,5.9867,16.209,30.789,3,3
s42,rx,10,comm,17,7,4,16,16.1521,37.474,71.099,0,0
s42,rx,6,comm,9,10,4,24,19.4779,87.925,29.326,7,15
s42,rx,8,nocomm,14,8,4,24,24.6826,52.926,29.065,0,0
s42,rx,12,nocomm,22,5,4,29,29.4201,67.728,62.811,0,0
s42,rx,14,nocomm,27,2,4,31,24.3204,88.455,46.433,20,29
s42,rx,2,comm,1,2,4,32,32.8819,84.252,54.291,0,4
s42,rx,12,nocomm,21,11,4,36,29.7086,62.916,33.779,3,9
s42,rx,10,nocomm,16,2,3,41,35.6054,138.989,28.271,23,34
s42,rx,6,nocomm,10,8,4,44,39.6198,132.523,20.315,7,12
s42,rx,10,comm,16,7,3,44,33.5869,121.315,23.807,36,44
s42,rx,6,comm,11,10,4,45,46.7584,97.810,35.637,3,3
s42,rx,8,nocomm,13,4,4,60,46.8078,126.513,18.830,10,34
s42,rx,12,comm,23,2,4,65,66.8310,171.188,45.513,2,10
s42,rx,12,comm,20,6,4,69,70.5624,155.380,27.939,0,0
s42,rx,14,comm,24,12,3,79,68.3225,171.266,27.334,40,61
s42,rx,2,nocomm,1,8,4,93,87.2335,185.305,23.292,26,32
s42,rx,6,comm,11,6,4,93,78.8617,165.020,44.600,5,13
s42,rx,4,nocomm,7,0,4,96,79.0837,244.689,19.824,17,64
s42,rx,4,comm,4,7,4,101,87.1585,306.979,19.721,36,50
s42,rx,14,nocomm,26,11,4,104,93.7738,347.077,20.873,37,45
s42,rx,14,nocomm,25,2,4,114,78.6699,307.939,20.698,33,80
s42,rx,12,nocomm,21,0,4,127,107.5446,347.079,25.705,24,68
s42,rx,6,nocomm,11,8,4,132,127.8354,293.335,27.069,18,24
s42,rx,8,comm,12,9,4,136,140.7851,195.490,23.922,0,1
s42,rx,10,nocomm,19,0,3,144,118.6863,352.968,16.897,43,85
s42,rx,10,nocomm,19,2,4,146,139.0393,257.232,31.247,16,48
s42,rx,2,comm,0,12,4,149,146.8620,283.520,39.344,21,33
s42,rx,12,nocomm,23,13,4,165,164.8277,377.312,25.513,8,29
s42,rx,14,nocomm,25,13,4,166,121.7273,393.642,13.979,38,152
s42,rx,4,comm,5,1,4,185,174.7685,543.516,24.567,40,62
s42,rx,2,comm,0,10,4,189,168.6670,559.719,20.668,53,120
s42,rx,10,comm,16,4,4,193,174.2010,537.614,25.048,48,97
s42,rx,14,nocomm,27,15,4,202,171.6307,437.961,16.111,26,106
s42,rx,10,nocomm,19,8,4,217,202.4265,644.512,15.647,52,117
s42,rx,8,comm,13,9,4,228,198.0512,344.475,23.529,24,68
s42,rx,2,comm,2,9,4,239,228.2336,593.390,18.707,38,66
s42,rx,8,comm,14,13,4,241,221.3683,520.756,24.319,47,87
s42,rx,6,nocomm,10,3,4,245,205.4576,558.262,19.545,74,125
s42,rx,12,nocomm,23,3,4,245,192.4762,778.091,12.611,83,156
s42,rx,2,comm,2,13,3,247,222.9135,624.053,16.256,73,165
s42,rx,10,nocomm,16,8,3,253,214.8109,574.246,23.053,47,127
s42,rx,8,nocomm,14,6,2,257,244.9964,579.651,14.717,48,112
s42,rx,8,nocomm,14,10,2,257,217.7411,406.220,14.717,52,135
s42,rx,8,comm,14,15,3,257,210.0125,645.700,11.948,96,188
s42,rx,4,comm,7,6,4,259,264.9734,467.048,37.584,2,6
s42,rx,6,nocomm,9,13,4,262,224.7777,623.751,24.096,37,142
s42,rx,12,comm,20,14,4,275,243.0674,662.582,13.203,36,169
s42,rx,8,comm,13,7,4,278,236.6987,721.172,21.215,80,94
s42,rx,4,comm,5,7,4,280,197.3608,777.231,24.567,65,155
s42,rx,8,comm,13,1,4,293,246.8324,496.213,27.303,19,57
s42,rx,10,nocomm,18,2,4,294,285.0645,614.619,16.336,29,100
s42,rx,12,comm,23,14,4,305,300.4242,800.676,42.647,22,107
s42,rx,10,nocomm,16,0,1,326,331.0010,615.511,43.150,4,12
s42,rx,6,comm,8,1,4,331,315.4427,762.500,18.004,23,99
s42,rx,14,nocomm,24,1,4,335,320.3799,771.178,16.722,58,106
s42,rx,12,nocomm,23,8,4,343,298.2575,898.443,19.755,62,154
s42,rx,14,nocomm,24,7,4,348,291.1028,821.705,15.926,111,178
s42,rx,10,comm,19,12,4,349,337.0884,951.197,16.864,52,123
s42,rx,6,comm,10,12,4,352,320.4761,941.876,17.772,43,113
s42,rx,8,nocomm,13,10,4,358,358.4287,750.970,20.889,30,63
s42,rx,14,nocomm,27,1,4,361,330.6393,546.768,32.464,42,98
s42,rx,8,nocomm,15,4,4,364,333.1647,712.439,29.389,47,158
s42,rx,6,comm,8,12,4,370,341.8437,883.070,14.743,82,159
s42,rx,2,comm,1,5,1,374,379.3104,652.204,22.946,8,10
s42,rx,6,nocomm,9,8,1,375,381.4828,625.450,22.525,9,12
s42,rx,14,nocomm,24,2,4,375,372.4727,760.414,16.722,18,57
s42,rx,2,comm,2,3,1,378,372.5142,945.623,17.220,47,82
s42,rx,10,comm,19,15,4,381,372.8677,844.141,16.745,36,60
s42,rx,2,comm,0,11,4,395,334.6496,916.248,17.714,53,171
s42,rx,10,nocomm,17,11,4,400,390.5925,1020.161,13.578,54,152
s42,rx,14,nocomm,26,5,4,402,344.4196,1083.415,16.392,105,250
s42,rx,14,nocomm,27,14,4,407,337.7096,1183.958,16.310,100,235
s42,rx,14,nocomm,24,6,4,409,387.1652,1021.037,15.905,60,136
s42,rx,2,comm,2,10,4,413,371.1000,1018.196,14.909,111,201
s42,rx,4,comm,5,6,4,417,386.8773,944.053,21.233,65,103
s42,rx,8,nocomm,15,14,1,419,337.1877,846.324,16.842,66,149
s42,rx,6,nocomm,9,3,4,428,422.8998,1042.088,17.479,55,69
s42,rx,8,nocomm,13,14,4,430,438.3809,1136.858,16.310,37,59
s42,rx,2,comm,3,4,1,434,405.3950,867.223,11.863,82,113
s42,rx,2,comm,1,7,4,437,392.4011,817.977,15.158,86,230
s42,rx,2,comm,1,12,4,438,288.2044,1182.102,17.001,89,202
s42,rx,4,nocomm,5,12,1,438,380.3654,848.595,16.992,57,163
s42,rx,4,comm,6,11,1,439,424.0545,816.273,22.794,32,76
s42,rx,12,nocomm,22,4,4,439,428.7636,1414.313,16.573,84,155
s42,rx,8,comm,12,11,1,440,419.0040,926.956,20.103,55,103
s42,rx,6,comm,10,10,4,452,392.9774,996.473,23.078,75,195
s42,rx,6,comm,9,14,4,464,419.8401,1208.793,15.950,118,218
s42,rx,14,nocomm,27,8,4,464,332.5796,1067.275,25.196,95,222
s42,rx,4,comm,7,1,1,465,413.8481,1080.583,16.091,65,163
s42,rx,2,comm,3,2,4,473,436.7442,1124.359,19.479,61,116
s42,rx,10,nocomm,16,13,4,473,396.6371,1290.465,12.737,85,148
s42,rx,10,nocomm,16,10,1,474,447.6962,1270.973,15.864,102,179
s42,rx,8,comm,13,15,1,479,422.4176,1042.276,13.464,100,235
s42,rx,14,nocomm,25,0,1,488,485.5943,922.906,24.832,10,28
s42,rx,10,nocomm,16,6,4,491,483.1606,1055.190,17.182,31,57
s42,rx,2,comm,3,13,1,496,447.7206,961.106,19.407,78,133
s42,rx,4,nocomm,5,4,4,498,428.5581,837.623,25.966,79,124
s42,rx,8,comm,15,1,4,502,502.0151,916.114,20.098,21,33
s42,rx,8,nocomm,13,12,1,504,492.2368,1396.356,17.957,53,109
s42,rx,2,comm,1,1,1,509,504.7580,1457.870,12.964,57,139
s42,rx,12,nocomm,23,9,1,512,470.8035,1208.517,16.757,77,186
s42,rx,14,nocomm,26,8,4,513,439.3007,982.900,19.549,83,226
s42,rx,14,nocomm,25,6,1,518,451.7540,1472.727,15.336,81,182
s42,rx,6,comm,10,7,4,528,461.2447,1487.557,18.583,82,164
s42,rx,10,nocomm,17,6,1,529,446.6824,1218.095,13.478,138,297
s42,rx,10,comm,17,9,4,529,525.4995,923.354,23.098,34,68
s42,rx,10,nocomm,18,10,4,539,535.9204,1201.649,12.453,21,84
s42,rx,14,nocomm,27,9,1,539,424.4935,983.163,16.720,103,196
s42,rx,4,nocomm,7,8,4,549,532.0821,1485.374,15.663,112,211
s42,rx,10,nocomm,18,3,1,549,539.0696,979.986,24.159,39,127
s42,rx,6,comm,11,2,1,550,541.9171,992.650,17.674,19,59
s42,rx,8,comm,14,1,1,550,525.3308,1420.291,15.059,72,114
s42,rx,14,nocomm,27,7,4,552,534.4330,1005.436,20.785,35,70
s42,rx,10,comm,19,7,1,558,510.0738,1493.356,16.594,75,207
s42,rx,8,comm,12,13,1,568,571.1710,1056.199,23.922,13,31
s42,rx,8,comm,12,15,4,569,550.1609,1483.824,11.945,84,200
s42,rx,2,comm,2,6,1,571,569.0361,975.416,24.167,23,75
s42,rx,12,nocomm,20,11,1,571,550.5725,1134.633,20.859,65,129
s42,rx,6,comm,9,12,4,572,552.9952,1255.523,20.710,58,149
s42,rx,10,nocomm,17,0,1,573,520.1808,1208.524,20.628,76,177
s42,rx,6,nocomm,10,5,1,577,583.1636,1027.958,20.005,17,46
s42,rx,4,comm,4,1,1,579,580.2872,1179.976,16.563,43,98
s42,rx,8,nocomm,15,0,1,592,573.0061,1276.527,20.110,55,161
s42,rx,14,nocomm,26,3,1,592,581.7928,1499.777,22.631,55,105
s42,rx,2,comm,1,10,1,593,481.5296,1052.967,21.907,66,177
s42,rx,12,nocomm,20,8,1,599,540.2236,1663.213,15.912,92,165
s42,rx,12,nocomm,22,12,4,602,608.9051,1158.342,18.609,26,65
s42,rx,6,nocomm,10,11,1,604,600.5696,1296.718,18.239,46,100
s42,rx,6,comm,8,10,1,609,551.6342,1795.753,12.039,165,316
s42,rx,10,comm,18,12,1,610,586.8658,1456.697,15.271,43,150
s42,rx,14,comm,26,4,1,621,622.3096,1379.392,30.729,29,55
s42,rx,2,comm,2,1,4,622,615.7176,1184.612,21.353,39,118
s42,rx,12,nocomm,22,1,1,622,546.3875,1312.270,16.843,74,201
s42,rx,6,nocomm,11,5,4,623,624.8702,1817.408,16.622,29,57
s42,rx,2,nocomm,0,0,1,624,604.4034,1179.781,33.175,16,39
s42,rx,8,comm,15,9,1,642,630.1544,1250.629,17.148,69,147
s42,rx,12,nocomm,21,1,4,647,642.9169,1540.333,17.663,38,92
s42,rx,14,comm,24,4,1,647,553.3688,1431.515,30.150,69,198
s42,rx,12,nocomm,21,15,4,649,643.8326,1487.275,13.734,50,114
s42,rx,14,nocomm,24,5,4,649,541.9113,1320.514,16.772,121,207
s42,rx,14,nocomm,26,14,4,658,623.4355,1731.430,16.960,86,190
s42,rx,6,comm,9,4,4,668,676.0411,1357.439,22.922,36,83
s42,rx,12,nocomm,23,1,1,673,631.3801,1619.660,17.350,149,274
s42,rx,14,nocomm,24,11,1,673,657.6347,1365.715,16.772,61,149
s42,rx,12,nocomm,23,0,1,675,682.1575,1390.427,17.971,28,40
s42,rx,10,nocomm,19,10,1,677,644.2941,1960.156,16.594,109,245
s42,rx,6,comm,10,2,4,686,671.6210,1757.162,19.647,104,241
s42,rx,2,comm,0,7,1,687,612.6173,1546.722,16.481,119,255
s42,rx,6,comm,11,9,1,694,499.8801,1783.985,15.927,133,356
s42,rx,10,nocomm,18,0,1,694,648.6105,1675.730,20.804,83,208
s42,rx,10,comm,19,1,4,694,673.1898,1870.585,15.647,89,190
s42,rx,8,nocomm,12,0,1,696,561.5011,1677.552,14.283,179,335
s42,rx,6,comm,10,15,1,697,551.7541,1373.180,13.164,112,313
s42,rx,12,comm,21,6,4,697,616.8202,1778.161,12.574,93,368
s42,rx,14,comm,25,12,1,704,678.3359,1452.231,18.774,59,145
s42,rx,12,nocomm,20,9,1,706,723.6421,1298.495,20.113,0,7
s42,rx,8,nocomm,14,12,4,709,695.6719,1560.551,20.607,54,119
s42,rx,14,nocomm,24,14,4,712,475.3574,1463.872,15.926,182,370
s42,rx,12,nocomm,23,4,4,713,684.5148,1678.662,12.611,87,216
s42,rx,4,comm,4,5,1,716,646.3068,1499.559,14.680,65,196
s42,rx,12,nocomm,20,0,4,716,676.5564,1690.289,19.875,123,316
s42,rx,14,nocomm,24,10,1,716,706.1407,1930.233,20.237,67,142
s42,rx,6,nocomm,11,11,4,723,728.4741,1607.609,16.013,42,94
s42,rx,12,comm,22,6,1,725,677.0086,1409.039,25.382,90,190
s42,rx,2,comm,2,11,1,726,704.8329,1660.426,18.102,46,205
s42,rx,2,comm,3,3,1,730,560.6626,1812.541,14.743,142,290
s42,rx,2,comm,1,15,1,731,684.4727,1756.297,19.968,98,241
s42,rx,12,comm,22,2,1,734,731.2839,1440.581,16.452,59,138
s42,rx,6,comm,9,1,4,736,727.0532,1463.336,11.939,42,161
s42,rx,2,nocomm,2,8,4,738,641.7660,1647.495,13.736,176,343
s42,rx,4,comm,6,6,4,739,643.0326,1510.241,18.196,129,230
s42,rx,2,comm,0,15,4,742,716.2703,1272.807,23.072,75,143
s42,rx,12,nocomm,20,7,1,742,663.4905,1709.129,16.251,110,211
s42,rx,10,nocomm,19,3,1,744,718.8273,1586.263,19.149,50,152
s42,rx,8,comm,15,5,4,747,755.2471,1689.728,16.842,59,119
s42,rx,10,nocomm,19,2,1,601,567.1240,1049.755,17.814,27,70
s42,rx,8,comm,14,5,4,749,737.1183,1770.514,17.786,100,178
s42,rx,10,comm,16,9,4,749,706.8973,1321.873,17.876,45,138
s42,rx,14,comm,27,12,4,751,684.1066,1530.681,18.267,83,226
s42,rx,14,nocomm,27,6,4,755,700.4017,1660.825,18.770,133,254
s42,rx,6,comm,11,14,1,761,723.0480,2081.498,15.927,101,240
s42,rx,6,nocomm,8,11,4,762,466.4579,1982.712,12.546,294,446
s42,rx,6,comm,8,6,1,765,687.5408,2158.311,15.009,144,414
s42,rx,14,nocomm,25,15,1,765,771.2225,1652.744,18.652,22,90
s42,rx,4,nocomm,4,0,1,769,755.3224,1549.810,16.619,45,114
s42,rx,14,nocomm,25,5,4,770,756.2613,1719.433,13.979,81,168
s42,rx,4,comm,5,3,4,772,755.2798,1794.531,15.306,109,227
s42,rx,2,comm,0,6,1,776,723.4362,1669.385,15.424,104,274
s42,rx,6,comm,9,6,1,779,781.3436,1714.849,16.802,48,130
s42,rx,4,comm,4,6,4,787,788.2976,1674.612,19.116,57,112
s42,rx,10,comm,18,1,4,790,688.6490,1616.112,16.358,128,240
s42,rx,2,comm,3,12,1,791,786.1635,1787.740,15.551,74,114
s42,rx,6,comm,10,4,4,801,796.0869,1546.469,25.860,38,125
s42,rx,8,nocomm,13,4,1,743,612.0731,1612.656,16.726,138,235
s42,rx,2,comm,0,14,4,810,796.5813,1630.316,18.645,55,220
s42,rx,10,comm,16,15,4,812,812.7197,1803.181,17.603,50,133
s42,rx,6,comm,9,10,1,794,673.0620,1861.789,16.412,134,254
s42,rx,2,comm,3,6,4,824,817.6507,1899.198,19.145,62,132
s42,rx,12,nocomm,21,3,1,833,832.1599,1755.229,30.727,43,148
s42,rx,8,nocomm,12,6,1,834,839.9207,1485.026,40.413,34,68
s42,rx,10,comm,16,12,4,835,827.3834,1918.063,14.785,69,141
s42,rx,4,comm,5,15,4,837,779.5474,2157.029,18.948,111,159
s42,rx,4,nocomm,6,0,1,841,801.8669,1779.143,22.924,62,194
s42,rx,4,nocomm,4,4,1,843,778.8422,2627.860,17.787,85,245
s42,rx,6,nocomm,8,3,1,848,860.3248,1513.911,21.096,33,63
s42,rx,12,nocomm,20,4,1,851,789.8768,2060.938,8.251,125,364
s42,rx,10,comm,18,15,4,853,825.3199,1647.596,17.165,54,154
s42,rx,12,nocomm,22,3,4,854,863.7719,2257.616,16.641,63,92
s42,rx,12,comm,23,10,4,854,793.0106,2370.820,16.426,146,255
s42,rx,12,nocomm,21,13,1,858,758.5281,2088.394,31.553,75,193
s42,rx,10,nocomm,17,3,4,860,790.4410,2171.732,13.376,166,296
s42,rx,8,comm,13,3,1,862,841.5749,1559.825,26.660,53,186
s42,rx,4,comm,6,2,1,865,823.6319,2424.323,12.969,142,314
s42,rx,6,nocomm,10,0,4,867,880.5823,2263.704,17.565,27,52
s42,rx,4,comm,4,9,1,878,863.0591,2240.687,17.981,91,192
s42,rx,8,nocomm,14,14,1,894,879.4965,1665.506,26.364,67,166
s42,rx,12,nocomm,22,13,4,916,930.0131,1963.540,16.452,44,93
s42,rx,4,comm,4,10,1,919,925.8500,1857.092,21.094,63,131
s42,rx,12,nocomm,23,11,1,921,906.3302,2224.123,16.302,62,161
s42,rx,6,comm,8,15,1,922,918.5696,1867.584,23.271,31,144
s42,rx,8,comm,12,5,1,922,870.5291,2050.044,16.218,148,328
s42,rx,14,nocomm,25,14,4,927,916.0584,1865.196,18.828,57,226
s42,rx,14,nocomm,26,13,1,923,844.7631,2245.538,30.632,73,161
s42,rx,2,comm,3,9,1,933,908.3955,1836.264,14.743,110,277
s42,rx,12,nocomm,20,15,4,933,902.7066,2363.561,13.478,58,139
s42,rx,14,comm,27,4,1,938,886.4139,2412.939,16.111,107,247
s42,rx,12,comm,20,10,4,948,846.4019,2017.041,14.943,126,237
s42,rx,4,comm,6,3,1,950,692.4406,2188.383,15.839,222,392
s42,rx,4,comm,7,13,4,950,879.3626,2229.817,14.290,169,398
s42,rx,4,comm,4,2,1,951,931.8487,1986.892,17.537,81,177
s42,rx,8,comm,14,7,4,952,855.5568,1920.376,17.022,133,364
